Retailer,Adidas Sales Database Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Total Sales,Operating Profit,Operating Margin,Sales Method,Units Sold Cleaned,Total Sales norm,Operating Profit norm,State - City,State_grouped,Month
West Gear,"1128299,00",2021-09-18,South,Louisiana,New Orleans,Men's Athletic Footwear,"50,00","250,00","100,00","0,40",Online,"5,00","0,63","0,62",Louisiana - New Orleans,Otros,September
West Gear,"1128299,00",2021-09-18,South,Louisiana,New Orleans,Women's Street Footwear,"45,00","135,00","54,00","0,40",Online,"3,00","0,34","0,33",Louisiana - New Orleans,Otros,September
West Gear,"1128299,00",2021-09-18,South,Louisiana,New Orleans,Women's Athletic Footwear,"45,00","112,50","45,00","0,40",Online,"2,50","0,28","0,28",Louisiana - New Orleans,Otros,September
West Gear,"1128299,00",2021-09-18,South,Louisiana,New Orleans,Men's Apparel,"55,00","151,20","68,10","0,45",Online,"2,75","0,38","0,42",Louisiana - New Orleans,Otros,September
West Gear,"1128299,00",2021-09-18,South,Louisiana,New Orleans,Women's Apparel,"40,00","120,00","42,00","0,35",Online,"3,00","0,30","0,26",Louisiana - New Orleans,Otros,September
West Gear,"1128299,00",2021-10-17,South,Louisiana,New Orleans,Men's Street Footwear,"35,00","140,00","56,00","0,40",Online,"4,00","0,35","0,34",Louisiana - New Orleans,Otros,October
West Gear,"1128299,00",2021-10-17,South,Louisiana,New Orleans,Men's Athletic Footwear,"50,00","287,50","115,00","0,40",Online,"5,75","0,72","0,71",Louisiana - New Orleans,Otros,October
West Gear,"1128299,00",2021-10-17,South,Louisiana,New Orleans,Women's Street Footwear,"45,00","180,00","72,00","0,40",Online,"4,00","0,45","0,44",Louisiana - New Orleans,Otros,October
West Gear,"1128299,00",2021-10-17,South,Louisiana,New Orleans,Women's Athletic Footwear,"40,00","150,00","60,00","0,40",Online,"3,75","0,38","0,37",Louisiana - New Orleans,Otros,October
West Gear,"1128299,00",2021-10-17,South,Louisiana,New Orleans,Men's Apparel,"50,00","175,00","78,80","0,45",Online,"3,50","0,44","0,48",Louisiana - New Orleans,Otros,October
West Gear,"1128299,00",2021-10-17,South,Louisiana,New Orleans,Women's Apparel,"55,00","220,00","77,00","0,35",Online,"4,00","0,55","0,47",Louisiana - New Orleans,Otros,October
West Gear,"1128299,00",2021-11-17,South,Louisiana,New Orleans,Men's Street Footwear,"40,00","250,00","100,00","0,40",Online,"6,25","0,63","0,62",Louisiana - New Orleans,Otros,November
West Gear,"1128299,00",2021-11-17,South,Louisiana,New Orleans,Men's Athletic Footwear,"45,00","315,00","126,00","0,40",Online,"7,00","0,79","0,78",Louisiana - New Orleans,Otros,November
West Gear,"1128299,00",2021-11-17,South,Louisiana,New Orleans,Women's Street Footwear,"40,00","210,00","84,00","0,40",Online,"5,25","0,53","0,52",Louisiana - New Orleans,Otros,November
West Gear,"1128299,00",2021-11-17,South,Louisiana,New Orleans,Women's Athletic Footwear,"50,00","250,00","100,00","0,40",Online,"5,00","0,63","0,62",Louisiana - New Orleans,Otros,November
West Gear,"1128299,00",2021-11-17,South,Louisiana,New Orleans,Men's Apparel,"70,00","332,50","149,60","0,45",Online,"4,75","0,83","0,92",Louisiana - New Orleans,Otros,November
Foot Locker,"1197831,00",2021-01-05,South,Louisiana,New Orleans,Men's Street Footwear,"20,00","135,00","40,50","0,30",Online,"6,75","0,34","0,25",Louisiana - New Orleans,Otros,January
Foot Locker,"1197831,00",2021-01-05,South,Louisiana,New Orleans,Men's Athletic Footwear,"30,00","202,50","60,80","0,30",Online,"6,75","0,51","0,37",Louisiana - New Orleans,Otros,January
Foot Locker,"1197831,00",2021-01-05,South,Louisiana,New Orleans,Women's Street Footwear,"30,00","142,50","42,80","0,30",Online,"4,75","0,36","0,26",Louisiana - New Orleans,Otros,January
Foot Locker,"1197831,00",2021-01-05,South,Louisiana,New Orleans,Women's Athletic Footwear,"35,00","166,20","66,50","0,40",Online,"4,75","0,42","0,41",Louisiana - New Orleans,Otros,January
Foot Locker,"1197831,00",2021-01-05,South,Louisiana,New Orleans,Men's Apparel,"40,00","130,00","32,50","0,25",Online,"3,25","0,33","0,20",Louisiana - New Orleans,Otros,January
West Gear,"1197831,00",2021-01-05,South,Louisiana,New Orleans,Women's Apparel,"35,00","166,20","74,80","0,45",Online,"4,75","0,42","0,46",Louisiana - New Orleans,Otros,January
Foot Locker,"1197831,00",2021-02-04,South,Louisiana,New Orleans,Men's Street Footwear,"25,00","156,20","46,90","0,30",Online,"6,25","0,39","0,29",Louisiana - New Orleans,Otros,February
Foot Locker,"1197831,00",2021-02-04,South,Louisiana,New Orleans,Men's Athletic Footwear,"35,00","210,00","63,00","0,30",Online,"6,00","0,53","0,39",Louisiana - New Orleans,Otros,February
Foot Locker,"1197831,00",2021-02-04,South,Louisiana,New Orleans,Women's Street Footwear,"35,00","148,80","44,60","0,30",Online,"4,25","0,37","0,27",Louisiana - New Orleans,Otros,February
Foot Locker,"1197831,00",2021-02-04,West,Idaho,Boise,Women's Athletic Footwear,"35,00","131,20","52,50","0,40",Online,"3,75","0,33","0,32",Idaho - Boise,Otros,February
Foot Locker,"1197831,00",2021-02-04,West,Idaho,Boise,Men's Apparel,"40,00","100,00","25,00","0,25",Online,"2,50","0,25","0,15",Idaho - Boise,Otros,February
Foot Locker,"1197831,00",2021-02-04,West,Idaho,Boise,Women's Apparel,"35,00","157,50","70,90","0,45",Online,"4,50","0,39","0,44",Idaho - Boise,Otros,February
Foot Locker,"1197831,00",2021-03-06,West,Idaho,Boise,Men's Street Footwear,"30,00","187,50","65,60","0,35",Online,"6,25","0,47","0,40",Idaho - Boise,Otros,March
Foot Locker,"1197831,00",2021-03-06,West,Idaho,Boise,Men's Athletic Footwear,"40,00","250,00","87,50","0,35",Online,"6,25","0,63","0,54",Idaho - Boise,Otros,March
Foot Locker,"1197831,00",2021-03-06,West,Idaho,Boise,Women's Street Footwear,"30,00","135,00","47,20","0,35",Online,"4,50","0,34","0,29",Idaho - Boise,Otros,March
Foot Locker,"1197831,00",2021-03-06,West,Idaho,Boise,Women's Athletic Footwear,"35,00","122,50","55,10","0,45",Online,"3,50","0,31","0,34",Idaho - Boise,Otros,March
West Gear,"1197831,00",2021-03-06,West,Idaho,Boise,Men's Apparel,"40,00","100,00","30,00","0,30",Online,"2,50","0,25","0,18",Idaho - Boise,Otros,March
West Gear,"1197831,00",2021-03-06,West,Idaho,Boise,Women's Apparel,"35,00","140,00","70,00","0,50",Online,"4,00","0,35","0,43",Idaho - Boise,Otros,March
West Gear,"1197831,00",2021-04-05,West,Idaho,Boise,Men's Street Footwear,"20,00","130,00","45,50","0,35",Online,"6,50","0,33","0,28",Idaho - Boise,Otros,April
West Gear,"1197831,00",2021-04-05,West,Idaho,Boise,Men's Athletic Footwear,"30,00","195,00","68,20","0,35",Online,"6,50","0,49","0,42",Idaho - Boise,Otros,April
West Gear,"1197831,00",2021-04-05,West,Idaho,Boise,Women's Street Footwear,"25,00","118,80","41,60","0,35",Online,"4,75","0,30","0,26",Idaho - Boise,Otros,April
West Gear,"1197831,00",2021-04-05,West,Idaho,Boise,Women's Athletic Footwear,"30,00","112,50","50,60","0,45",Online,"3,75","0,28","0,31",Idaho - Boise,Otros,April
West Gear,"1197831,00",2021-04-05,West,Idaho,Boise,Men's Apparel,"35,00","96,20","28,90","0,30",Online,"2,75","0,24","0,18",Idaho - Boise,Otros,April
West Gear,"1197831,00",2021-04-05,West,Idaho,Boise,Women's Apparel,"30,00","165,00","82,50","0,50",Online,"5,50","0,41","0,51",Idaho - Boise,Otros,April
West Gear,"1197831,00",2021-05-05,West,Idaho,Boise,Men's Street Footwear,"20,00","140,00","49,00","0,35",Online,"7,00","0,35","0,30",Idaho - Boise,Otros,May
West Gear,"1197831,00",2021-05-05,West,Idaho,Boise,Men's Athletic Footwear,"30,00","217,50","76,10","0,35",Online,"7,25","0,55","0,47",Idaho - Boise,Otros,May
West Gear,"1197831,00",2021-05-05,West,Idaho,Boise,Women's Street Footwear,"25,00","143,80","50,30","0,35",Online,"5,75","0,36","0,31",Idaho - Boise,Otros,May
West Gear,"1197831,00",2021-05-05,West,Idaho,Boise,Women's Athletic Footwear,"35,00","175,00","78,80","0,45",Online,"5,00","0,44","0,48",Idaho - Boise,Otros,May
West Gear,"1197831,00",2021-05-05,West,Idaho,Boise,Men's Apparel,"50,00","200,00","60,00","0,30",Online,"4,00","0,50","0,37",Idaho - Boise,Otros,May
West Gear,"1197831,00",2021-06-04,West,Idaho,Boise,Women's Street Footwear,"50,00","300,00","105,00","0,35",Online,"6,00","0,75","0,65",Idaho - Boise,Otros,June
West Gear,"1197831,00",2021-06-04,West,Idaho,Boise,Women's Athletic Footwear,"50,00","275,00","123,80","0,45",Online,"5,50","0,69","0,76",Idaho - Boise,Otros,June
West Gear,"1197831,00",2021-06-04,West,Idaho,Boise,Men's Apparel,"55,00","247,50","74,20","0,30",Online,"4,50","0,62","0,46",Idaho - Boise,Otros,June
West Gear,"1197831,00",2021-07-06,West,Idaho,Boise,Women's Athletic Footwear,"50,00","262,50","131,20","0,50",Online,"5,25","0,66","0,81",Idaho - Boise,Otros,July
West Gear,"1197831,00",2021-07-06,West,Idaho,Boise,Men's Apparel,"55,00","288,80","101,10","0,35",Online,"5,25","0,72","0,62",Idaho - Boise,Otros,July
Foot Locker,"1197831,00",2021-08-08,West,Idaho,Boise,Women's Athletic Footwear,"50,00","237,50","118,80","0,50",Online,"4,75","0,60","0,73",Idaho - Boise,Otros,August
Sports Direct,"1197831,00",2021-08-08,West,Idaho,Boise,Men's Apparel,"55,00","261,20","91,40","0,35",Online,"4,75","0,65","0,56",Idaho - Boise,Otros,August
Sports Direct,"1197831,00",2021-09-05,West,Idaho,Boise,Men's Street Footwear,"55,00","371,20","148,50","0,40",Online,"6,75","0,93","0,91",Idaho - Boise,Otros,September
Sports Direct,"1197831,00",2021-09-05,West,Idaho,Boise,Men's Athletic Footwear,"55,00","343,80","137,50","0,40",Online,"6,25","0,86","0,85",Idaho - Boise,Otros,September
Sports Direct,"1197831,00",2021-09-05,West,Idaho,Boise,Women's Athletic Footwear,"60,00","240,00","120,00","0,50",Online,"4,00","0,60","0,74",Idaho - Boise,Otros,September
Sports Direct,"1197831,00",2021-09-05,West,Idaho,Boise,Men's Apparel,"55,00","220,00","77,00","0,35",Online,"4,00","0,55","0,47",Idaho - Boise,Otros,September
Sports Direct,"1197831,00",2021-10-04,West,Idaho,Boise,Men's Street Footwear,"40,00","230,00","92,00","0,40",Online,"5,75","0,58","0,57",Idaho - Boise,Otros,October
Sports Direct,"1197831,00",2021-10-04,West,Idaho,Boise,Men's Athletic Footwear,"40,00","230,00","92,00","0,40",Online,"5,75","0,58","0,57",Idaho - Boise,Otros,October
Sports Direct,"1197831,00",2021-10-04,West,Idaho,Boise,Women's Street Footwear,"45,00","236,20","94,50","0,40",Online,"5,25","0,59","0,58",Idaho - Boise,Otros,October
Sports Direct,"1197831,00",2021-10-04,West,Idaho,Boise,Women's Athletic Footwear,"45,00","168,80","84,40","0,50",Online,"3,75","0,42","0,52",Idaho - Boise,Otros,October
Sports Direct,"1197831,00",2021-10-04,West,Idaho,Boise,Men's Apparel,"35,00","122,50","42,90","0,35",Online,"3,50","0,31","0,26",Idaho - Boise,Otros,October
Sports Direct,"1197831,00",2021-10-04,West,Idaho,Boise,Women's Apparel,"45,00","236,20","129,90","0,55",Online,"5,25","0,59","0,80",Idaho - Boise,Otros,October
Sports Direct,"1197831,00",2021-11-05,West,Idaho,Boise,Men's Street Footwear,"35,00","236,20","94,50","0,40",Online,"6,75","0,59","0,58",Idaho - Boise,Otros,November
Sports Direct,"1197831,00",2021-11-05,West,Idaho,Boise,Men's Athletic Footwear,"35,00","236,20","94,50","0,40",Online,"6,75","0,59","0,58",Idaho - Boise,Otros,November
Sports Direct,"1197831,00",2021-11-05,West,Idaho,Boise,Women's Street Footwear,"60,00","360,00","144,00","0,40",Online,"6,00","0,90","0,89",Idaho - Boise,Otros,November
Sports Direct,"1197831,00",2021-11-05,West,Idaho,Boise,Women's Athletic Footwear,"60,00","270,00","135,00","0,50",Online,"4,50","0,68","0,83",Idaho - Boise,Otros,November
Sports Direct,"1197831,00",2021-11-05,West,Idaho,Boise,Men's Apparel,"55,00","233,80","81,80","0,35",Online,"4,25","0,59","0,50",Idaho - Boise,Otros,November
Foot Locker,"1197831,00",2021-12-04,West,Idaho,Boise,Women's Athletic Footwear,"60,00","315,00","157,50","0,50",Online,"5,25","0,79","0,97",Idaho - Boise,Otros,December
Foot Locker,"1197831,00",2021-12-04,West,Idaho,Boise,Men's Apparel,"55,00","261,20","91,40","0,35",Online,"4,75","0,65","0,56",Idaho - Boise,Otros,December
Foot Locker,"1128299,00",2021-01-23,West,Idaho,Boise,Men's Street Footwear,"30,00","127,50","44,60","0,35",Online,"4,25","0,32","0,27",Idaho - Boise,Otros,January
Foot Locker,"1128299,00",2021-01-23,West,Idaho,Boise,Men's Athletic Footwear,"40,00","170,00","68,00","0,40",Online,"4,25","0,43","0,42",Idaho - Boise,Otros,January
Foot Locker,"1128299,00",2021-01-23,West,Idaho,Boise,Women's Street Footwear,"40,00","170,00","59,50","0,35",Online,"4,25","0,43","0,37",Idaho - Boise,Otros,January
Foot Locker,"1128299,00",2021-01-23,West,Idaho,Boise,Women's Athletic Footwear,"40,00","110,00","38,50","0,35",Online,"2,75","0,28","0,24",Idaho - Boise,Otros,January
Foot Locker,"1128299,00",2021-01-23,West,Idaho,Boise,Men's Apparel,"45,00","101,20","30,40","0,30",Online,"2,25","0,25","0,19",Idaho - Boise,Otros,January
Foot Locker,"1128299,00",2021-01-23,West,Idaho,Boise,Women's Apparel,"40,00","170,00","42,50","0,25",Online,"4,25","0,43","0,26",Idaho - Boise,Otros,January
Foot Locker,"1128299,00",2021-02-23,West,Idaho,Boise,Men's Street Footwear,"30,00","142,50","49,90","0,35",Online,"4,75","0,36","0,31",Idaho - Boise,Otros,February
Foot Locker,"1128299,00",2021-02-23,West,Idaho,Boise,Men's Athletic Footwear,"40,00","150,00","60,00","0,40",Online,"3,75","0,38","0,37",Idaho - Boise,Otros,February
Foot Locker,"1128299,00",2021-02-23,West,Idaho,Boise,Women's Street Footwear,"40,00","150,00","52,50","0,35",Online,"3,75","0,38","0,32",Idaho - Boise,Otros,February
Foot Locker,"1128299,00",2021-02-23,West,Arizona,Phoenix,Women's Athletic Footwear,"40,00","90,00","31,50","0,35",Online,"2,25","0,23","0,19",Arizona - Phoenix,Otros,February
Foot Locker,"1128299,00",2021-02-23,West,Arizona,Phoenix,Men's Apparel,"45,00","67,50","20,20","0,30",Online,"1,50","0,17","0,12",Arizona - Phoenix,Otros,February
Foot Locker,"1128299,00",2021-02-23,West,Arizona,Phoenix,Women's Apparel,"40,00","140,00","35,00","0,25",Online,"3,50","0,35","0,22",Arizona - Phoenix,Otros,February
Foot Locker,"1128299,00",2021-03-22,West,Arizona,Phoenix,Men's Street Footwear,"40,00","200,00","70,00","0,35",Online,"5,00","0,50","0,43",Arizona - Phoenix,Otros,March
Foot Locker,"1128299,00",2021-03-22,West,Arizona,Phoenix,Men's Athletic Footwear,"50,00","175,00","70,00","0,40",Online,"3,50","0,44","0,43",Arizona - Phoenix,Otros,March
Foot Locker,"1128299,00",2021-03-22,West,Arizona,Phoenix,Women's Street Footwear,"50,00","175,00","61,20","0,35",Online,"3,50","0,44","0,38",Arizona - Phoenix,Otros,March
Foot Locker,"1128299,00",2021-03-22,West,Arizona,Phoenix,Women's Athletic Footwear,"50,00","112,50","39,40","0,35",Online,"2,25","0,28","0,24",Arizona - Phoenix,Otros,March
Foot Locker,"1128299,00",2021-03-22,West,Arizona,Phoenix,Men's Apparel,"55,00","68,80","20,60","0,30",Online,"1,25","0,17","0,13",Arizona - Phoenix,Otros,March
Foot Locker,"1128299,00",2021-03-22,West,Arizona,Phoenix,Women's Apparel,"50,00","162,50","40,60","0,25",Online,"3,25","0,41","0,25",Arizona - Phoenix,Otros,March
Foot Locker,"1128299,00",2021-04-23,West,Arizona,Phoenix,Men's Street Footwear,"50,00","250,00","87,50","0,35",Online,"5,00","0,63","0,54",Arizona - Phoenix,Otros,April
Foot Locker,"1128299,00",2021-04-23,West,Arizona,Phoenix,Men's Athletic Footwear,"55,00","165,00","66,00","0,40",Online,"3,00","0,41","0,41",Arizona - Phoenix,Otros,April
Foot Locker,"1128299,00",2021-04-23,West,Arizona,Phoenix,Women's Street Footwear,"55,00","192,50","67,40","0,35",Online,"3,50","0,48","0,41",Arizona - Phoenix,Otros,April
Foot Locker,"1128299,00",2021-04-23,West,Arizona,Phoenix,Women's Athletic Footwear,"50,00","125,00","43,80","0,35",Online,"2,50","0,31","0,27",Arizona - Phoenix,Otros,April
Foot Locker,"1128299,00",2021-04-23,West,Arizona,Phoenix,Men's Apparel,"55,00","82,50","24,80","0,30",Online,"1,50","0,21","0,15",Arizona - Phoenix,Otros,April
Foot Locker,"1128299,00",2021-04-23,West,Arizona,Phoenix,Women's Apparel,"70,00","227,50","56,90","0,25",Online,"3,25","0,57","0,35",Arizona - Phoenix,Otros,April
Foot Locker,"1128299,00",2021-05-24,West,Arizona,Phoenix,Men's Street Footwear,"50,00","262,50","91,90","0,35",Online,"5,25","0,66","0,57",Arizona - Phoenix,Otros,May
Foot Locker,"1128299,00",2021-05-24,West,Arizona,Phoenix,Men's Athletic Footwear,"55,00","206,20","82,50","0,40",Online,"3,75","0,52","0,51",Arizona - Phoenix,Otros,May
Foot Locker,"1128299,00",2021-05-24,West,Arizona,Phoenix,Women's Street Footwear,"55,00","220,00","77,00","0,35",Online,"4,00","0,55","0,47",Arizona - Phoenix,Otros,May
Foot Locker,"1128299,00",2021-05-24,West,Arizona,Phoenix,Women's Athletic Footwear,"50,00","150,00","52,50","0,35",Online,"3,00","0,38","0,32",Arizona - Phoenix,Otros,May
Foot Locker,"1128299,00",2021-05-24,West,Arizona,Phoenix,Men's Apparel,"55,00","110,00","33,00","0,30",Online,"2,00","0,28","0,20",Arizona - Phoenix,Otros,May
Foot Locker,"1128299,00",2021-05-24,West,Arizona,Phoenix,Women's Apparel,"70,00","262,50","65,60","0,25",Online,"3,75","0,66","0,40",Arizona - Phoenix,Otros,May
Foot Locker,"1128299,00",2021-06-23,West,Arizona,Phoenix,Men's Street Footwear,"50,00","312,50","109,40","0,35",Online,"6,25","0,78","0,67",Arizona - Phoenix,Otros,June
Foot Locker,"1128299,00",2021-06-23,West,Arizona,Phoenix,Men's Athletic Footwear,"55,00","261,20","104,50","0,40",Online,"4,75","0,65","0,64",Arizona - Phoenix,Otros,June
Foot Locker,"1128299,00",2021-06-23,West,Arizona,Phoenix,Women's Street Footwear,"55,00","261,20","91,40","0,35",Online,"4,75","0,65","0,56",Arizona - Phoenix,Otros,June
Foot Locker,"1128299,00",2021-06-23,West,Arizona,Phoenix,Women's Athletic Footwear,"50,00","175,00","61,20","0,35",Online,"3,50","0,44","0,38",Arizona - Phoenix,Otros,June
Foot Locker,"1128299,00",2021-06-23,West,Arizona,Phoenix,Men's Apparel,"55,00","123,80","37,10","0,30",Online,"2,25","0,31","0,23",Arizona - Phoenix,Otros,June
Foot Locker,"1128299,00",2021-06-23,West,Arizona,Phoenix,Women's Apparel,"70,00","367,50","91,90","0,25",Online,"5,25","0,92","0,57",Arizona - Phoenix,Otros,June
Foot Locker,"1128299,00",2021-07-22,West,Arizona,Phoenix,Men's Street Footwear,"50,00","337,50","118,10","0,35",Online,"6,75","0,85","0,73",Arizona - Phoenix,Otros,July
Foot Locker,"1128299,00",2021-07-22,West,Arizona,Phoenix,Men's Athletic Footwear,"55,00","288,80","115,50","0,40",Online,"5,25","0,72","0,71",Arizona - Phoenix,Otros,July
Foot Locker,"1128299,00",2021-07-22,West,Arizona,Phoenix,Women's Street Footwear,"55,00","261,20","91,40","0,35",Online,"4,75","0,65","0,56",Arizona - Phoenix,Otros,July
Foot Locker,"1128299,00",2021-07-22,West,Arizona,Phoenix,Women's Athletic Footwear,"50,00","187,50","65,60","0,35",Online,"3,75","0,47","0,40",Arizona - Phoenix,Otros,July
Foot Locker,"1128299,00",2021-07-22,West,Arizona,Phoenix,Men's Apparel,"55,00","233,80","70,10","0,30",Online,"4,25","0,59","0,43",Arizona - Phoenix,Otros,July
Foot Locker,"1128299,00",2021-07-22,West,Arizona,Phoenix,Women's Apparel,"70,00","297,50","74,40","0,25",Online,"4,25","0,75","0,46",Arizona - Phoenix,Otros,July
Foot Locker,"1128299,00",2021-08-23,West,Arizona,Phoenix,Men's Street Footwear,"55,00","343,80","120,30","0,35",Online,"6,25","0,86","0,74",Arizona - Phoenix,Otros,August
Foot Locker,"1128299,00",2021-08-23,West,Arizona,Phoenix,Men's Athletic Footwear,"60,00","345,00","138,00","0,40",Online,"5,75","0,87","0,85",Arizona - Phoenix,Otros,August
